
   THE FOLLOWING TABLE IS PRINTED FOR ALL ELEMENTS WITH TYPE C3D4 AVERAGED AT THE NODES

       NODE  FOOT-   S11         S22         S33         S12         S13         S23     
             NOTE 

           1       -133.7       5568.       1061.       52.65       42.54      -44.53
           2       -5.288       4813.       971.3       29.27      7.3757E-02   100.1
           3        730.7       7605.       3.894     -0.4388       33.46      -21.12
           4        604.1       7116.       9.593      -55.43       20.86      -7.044
           5       -36.43      0.8364      -2815.       443.5      -36.60      -249.7
           6       -392.4      -107.6      -3123.       158.8       49.86      -230.0
           7       -2955.       426.6      -420.3      -205.1       126.1      -56.06
           8       -2950.      -103.1       69.24      -155.0       85.86       403.2
           9        63.67       51.62       539.7       16.55      -21.67      -179.9
          10        303.6      -117.9      -58.96      -101.8       40.78      -55.25
          11       -26.47      -34.35       1042.      -1.777       67.87      -78.10
          12        581.2      -344.0      -51.53       10.62       64.86      -42.76
          13        264.1       19.22       2396.      -54.54       9.278      -143.6
          14        1741.      -122.8       202.0      -183.6       26.48      -13.44
          15       -43.46      -253.4       2767.       16.04       7.067      -157.5
          16        2599.      -172.3       29.18      -149.7       4.903      -18.54
          17       -310.8      -122.4       5654.       112.3      -159.7      -121.0
          18        5054.       58.35      -305.0      -163.5      -102.6      -73.48
          19       -112.9      -96.21       5336.       8.482      -40.77      -36.99
          20        5124.      -217.2      -126.2       2.550      -82.97     -0.1408
          21        119.1      -139.5       6636.      -58.21      -57.09      -212.9
          22        6361.      -154.6       80.38      -203.2      -68.92      -25.55
          23       2.4016E+04  -319.9      2.4095E+04  -164.1       567.8      -96.12
          24      -1.8994E+04  -2986.     -1.9651E+04  -337.1       318.9      -575.0
          25       -7007.      -618.8       1537.      -388.6       111.8      -2903.
          26       -5238.       2766.       6048.      -437.2       264.6      -4175.
          27       -6770.       8846.       5907.      -601.6       282.2      -6076.
          28       -7436.      1.6202E+04   1711.       113.3      -113.4      -3177.
          29        2183.      -338.4      -7081.      -3052.       192.1      -367.0
          30        6421.       3279.      -5644.      -4421.       110.2      -307.0
          31        5372.       7510.      -7200.      -5824.       427.8      -408.3
          32        1787.      1.6873E+04  -6783.      -3428.      -343.2      -431.6
          33       -364.3       5125.      -4844.       59.42       109.8      -392.7
          34       -234.0       4261.      -62.36       565.7       115.8       424.7
          35       -307.4       3700.       88.65       315.0       100.5      -130.3
          36       -215.8       3770.       865.3      -494.2      -66.28       410.7
          37       -18.25      -1227.      -2735.      -42.29       57.23      -197.9
          38       -68.53      -1218.      -2670.       30.69       105.0       228.2
          39        102.5      -3240.      -1349.       62.44       36.19      -16.69
          40        77.50      -434.4      -2767.      -31.00       26.57       433.7
          41       -166.0      -5585.      -777.9      -25.48       29.59       98.27
          42        75.10      -637.7      -2802.      -48.48       20.38      -455.3
          43       -386.9       946.5      -652.3      -83.21      -328.6       513.7
          44        18.57       3440.       1323.       309.4      -143.8       444.9
          45        535.5      1.5989E+04   1984.      -197.3       4.188      -284.2
          46       -695.0       187.2      -6803.      -143.7      -257.3      -55.26
          47       -236.9       2389.      -5246.      -635.2      -13.75      -748.7
          48       -41.67       5194.       1084.       43.47      -12.07       57.62
          49       -68.73       4918.       926.9      -22.08       11.62       83.47
          50       -27.95       5312.       728.5      -22.18      -34.54       141.6
          51       -47.03       6502.       420.0      -16.44       68.88       197.7
          52       -60.78       7136.       216.4      -21.26       59.65       138.2
          53       -46.69       7879.       130.2      -21.64       17.40       69.36
          54       -57.11       8297.       73.74      -9.368       17.02       22.37
          55       -27.67       8738.       142.5      -42.33      -35.47      -51.15
          56        3.145       8646.       152.3       35.69      -38.38      -61.03
          57        83.31       8724.       255.7       38.50      -105.7      -39.39
          58        108.7       8664.       311.0       35.64      -160.7      -33.96
          59        88.82       8635.       345.9      -13.13      -206.1      -30.07
          60        181.5       8554.       330.2      -8.477      -256.8      -65.46
          61        225.4       8396.       386.3       27.99      -261.7      -10.12
          62        254.3       8320.       382.5       26.23      -288.8      -8.976
          63        286.5       8286.       383.5       27.48      -305.8      0.2052
          64        275.1       8313.       368.2     -0.3012      -311.3       2.573
          65        379.7       8159.       334.8       13.23      -330.0      -11.07
          66        378.8       8024.       303.3      -6.666      -327.0       1.162
          67        429.4       7993.       291.9      -1.163      -330.6       14.48
          68        404.5       8054.       271.4      -26.99      -320.4       2.747
          69        471.3       7984.       229.7       1.034      -312.7      -19.93
          70        515.9       7905.       223.5       7.462      -308.0       8.791
          71        517.5       7922.       191.8      -6.983      -311.3      0.4855
          72        542.6       7830.       159.6      -2.578      -300.6      -37.92
          73        586.6       7854.       107.0      -28.19      -263.7      -7.200
          74        655.6       7860.       66.47       7.136      -240.9      -23.24
          75        670.8       7868.       55.66      -18.27      -242.4      -15.35
          76        692.7       7923.       39.84      -35.33      -229.9      -68.83
          77        681.6       7793.       31.40      -30.28      -180.4      -3.763
          78        740.7       7761.       40.30       6.744      -123.9      -7.759
          79        741.1       7667.       39.92      -2.679      -98.89       17.80
          80        742.7       7721.       25.38      -1.595      -63.85       15.41
          81        743.7       7698.       34.37     -0.9197      -21.01       2.367
          82        710.8       7460.       57.26      1.7195E-27   53.50      -23.51
          83        571.1       7126.       8.445       11.21      -41.57      -16.83
          84        562.8       7131.      -9.146      -5.466      -59.16       30.23
          85        562.5       7118.      -9.697       8.659      -94.22       16.06
          86        578.6       7125.       3.128      -25.56      -92.01       4.958
          87        598.6       7130.       53.16      -7.175      -152.5      -11.62
          88        550.7       7017.       57.98      -6.233      -166.0      -63.20
          89        587.5       7195.       51.38      -24.11      -205.2      -19.98
          90        559.0       7185.       89.00      -29.61      -245.9      -2.498
          91        516.2       7172.       145.2      -10.06      -273.2      -13.64
          92        513.2       7293.       155.5       1.288      -296.3       19.70
          93        520.8       7303.       172.6      -10.34      -307.6       5.542
          94        496.3       7296.       210.3      -29.37      -328.8      -14.05
          95        415.1       7396.       253.6       8.850      -350.7     -0.5558
          96        438.8       7405.       290.0      -19.86      -361.9       5.850
          97        357.5       7468.       314.1     -0.7453      -366.1       7.100
          98        340.1       7611.       371.4      -2.099      -360.7      -1.136
          99        269.4       7648.       349.4       24.68      -340.7       1.870
         100        225.7       7676.       346.2       24.30      -304.6     -0.3811
         101        166.7       7717.       312.9       31.82      -259.0      -6.252
         102        166.3       7704.       268.3      0.1370      -208.2      -19.64
         103        61.59       7798.       213.0       19.83      -132.2      -54.44
         104       0.2344       7959.       115.5       50.30      -86.13      -33.20
         105       -24.32       8047.       6.215       32.35      -12.89      -49.15
         106       -24.41       8038.      -112.9       19.31       55.62      -54.38
         107       -85.20       8040.      -221.4       33.15       137.9      -102.2
         108       -89.51       7908.      -207.5       30.75       140.3      -41.84
         109       -64.05       7499.      -76.03       13.54       151.9       55.78
         110       -23.70       7022.       188.3       34.98       124.0       67.26
         111       -26.18       6273.       577.6       26.28      -23.85       79.38
         112        1.417       5868.       1024.       1.107       25.46       64.12
         113       -369.9      -80.75      -3581.       435.6      -60.75      -163.2
         114       -554.6      -72.24      -2802.       41.41       120.0      -145.1
         115       -629.7       47.49      -2367.       41.79       160.4      -64.81
         116       -584.8       156.5      -2555.      -30.71       399.1      -205.7
         117       -802.9      -122.8      -2519.       163.1       490.9      -121.7
         118       -789.4       3.542      -2600.       89.45       621.1      -145.1
         119       -667.2       233.9      -2581.       26.53       714.3      -212.1
         120       -787.1       9.760      -2081.       150.5       720.3      -243.3
         121       -956.5       89.07      -2446.       159.6       842.6      -127.5
         122       -1031.       331.8      -2372.       73.89       964.3      -149.1
         123       -1261.       154.6      -2116.       109.9       941.5      -134.3
         124       -1303.       359.3      -2372.      -12.08       1200.      -156.0
         125       -1281.       133.4      -2055.       115.4       1046.      -145.0
         126       -1184.       378.3      -1805.       53.94       1034.      -156.1
         127       -1439.       485.5      -1805.       33.02       1257.      -85.33
         128       -1616.       425.9      -1646.       37.09       1280.      -7.191
         129       -1748.       456.0      -1373.       36.36       1194.      -64.55
         130       -1775.       306.0      -1293.       26.36       1088.      -64.45
         131       -1963.       96.34      -1366.       51.91       970.7       43.04
         132       -1886.       398.2      -1189.      -18.92       1017.      -85.84
         133       -2321.       475.2      -1106.       38.02       1130.      -63.11
         134       -2341.       237.4      -1050.      -11.45       978.8      -19.47
         135       -2428.       97.85      -919.0       6.894       864.7      -5.390
         136       -2281.       168.5      -894.2      -11.80       797.1      -14.11
         137       -2485.       270.2      -744.6      -20.95       758.9      -11.62
         138       -2625.       364.1      -606.8       15.84       701.0       3.686
         139       -2609.       311.4      -543.5      -64.60       590.3       56.81
         140       -2627.       296.2      -517.5      -25.85       428.2       43.20
         141       -2721.       336.5      -483.0      -45.61       362.0       32.32
         142       -2643.       122.3      -627.7      -134.0       260.6       89.48
         143       -2215.       177.8      -515.0      -113.0       160.5       13.34
         144       -3506.      -153.5      -249.1      -203.3      -103.8       355.7
         145       -2889.      -351.2       37.04      -31.05       157.5       368.9
         146       -2909.      -252.0      -108.5      -98.70       225.9       225.5
         147       -2815.      -248.6      -144.4      -3.446       380.8       260.5
         148       -2775.      -306.3      -160.4      -98.50       465.4       295.4
         149       -2896.      -199.8      -205.0      -137.7       680.0       257.4
         150       -2992.      -167.7      -281.7      -43.03       783.3       202.6
         151       -2726.      -206.6      -437.9       103.5       832.7       278.8
         152       -2722.      -244.9      -507.0       8.286       916.7       327.1
         153       -2648.      -218.2      -582.6       1.548       1053.       340.2
         154       -2583.      -175.7      -761.5       35.04       1199.       395.3
         155       -2378.      -271.4      -877.3       121.9       1236.       306.8
         156       -2270.      -200.8      -871.1       86.11       1288.       353.7
         157       -2154.      -283.0      -1052.       168.4       1375.       348.3
         158       -1975.      -223.2      -1165.       101.0       1379.       335.5
         159       -1771.      -161.7      -1296.       198.6       1434.       242.0
         160       -1731.      -323.7      -1513.       134.2       1487.       234.7
         161       -1635.      -381.4      -1614.       93.95       1537.       242.4
         162       -1570.      -244.0      -1745.       196.0       1456.       246.0
         163       -1505.      -227.0      -1877.       274.7       1465.       194.7
         164       -1377.      -204.3      -2060.       333.3       1476.       164.1
         165       -1138.      -306.4      -2125.       361.8       1389.       107.6
         166       -1038.      -276.0      -2292.       405.3       1334.       144.3
         167       -1030.      -401.8      -2497.       373.8       1335.       167.7
         168       -805.3      -207.6      -2459.       357.8       1246.       159.0
         169       -593.8      -285.1      -2501.       316.4       1089.       111.1
         170       -508.5      -253.6      -2591.       286.0       979.0       147.4
         171       -500.2      -252.7      -2665.       316.4       858.4       119.9
         172       -451.1      -156.5      -2762.       405.5       787.8       55.15
         173       -335.1      -346.8      -2794.       352.0       714.4      -28.19
         174       -300.5      -220.9      -2710.       376.0       534.9      -42.63
         175       -208.0      -371.7      -2774.       477.6       321.9      -55.84
         176       -64.73      -455.5      -2975.       506.4       277.1      -19.60
         177       -7.315      -262.3      -2694.       373.0       86.52      -56.98
         178       -258.8      -295.0      -207.7       34.49      0.1700       24.34
         179       -55.28      -228.5       680.0       37.97      -202.4      -35.20
         180       -91.01      -211.2       414.8       55.77      -117.4      -92.35
         181       -167.5      -415.3       18.42       45.58       15.21      -82.03
         182       -226.1      -236.5       87.43       37.82      -2.513      -95.37
         183        54.79      -130.5       526.4       62.07      -248.3      -131.0
         184       -189.4      -24.32      -117.7       104.9       22.39      -156.5
         185       -65.73      -42.98       248.1       100.0      -155.1      -82.55
         186       -8.154      -178.8       437.9       82.02      -217.8      -76.35
         187       -224.3      -100.0       49.50       1.490      -51.91      -126.3
         188       -190.0      -258.3      -37.26       9.940      -151.2      -128.0
         189        28.51      -162.0       152.9       95.31      -281.8      -43.48
         190        59.33      -166.2       39.48       72.16      -120.4      -19.78
         191        42.27      -181.5      -130.1       88.65      -98.08      -43.89
         192        272.4      -97.81       262.2      -4.946      -390.2      -48.80
         193        155.3      -186.4       152.4      -20.37      -266.1      -6.286
         194        315.7      -37.62       244.6       10.87      -311.4      -7.482
         195       -39.98      -99.91      -50.63       1.092      -133.9      -20.35
         196       -52.13      -274.2      -48.16      -24.47      -121.4       28.90
         197        267.8      -228.2       4.659      -30.22      -267.5       38.09
         198       -112.3      -168.1      -255.1       10.62      -64.06       1.814
         199        10.21      -159.8      -171.8       50.16      -108.8       31.82
         200        229.2      -101.3      -59.32       19.88      -181.6       72.63
         201        597.5      -129.9       4.529      -60.15      -184.2       84.39
         202       -304.8      -291.1      -314.0       1.843       96.85      -11.08
         203        226.8      -253.2      -114.1      -15.06      -28.21      -6.952
         204        352.2      -97.65      -106.0       93.75      -62.47      -10.75
         205        206.5      -46.39      -131.0       73.45      -32.26       25.31
         206        53.33      -34.01      -176.1      -17.05      -18.65       41.51
         207        175.0      -50.40      -77.21      -19.81       26.98      -27.05
         208        7.925       48.32       517.5       70.89      -21.95      -177.6
         209       -240.3       100.6       431.1       2.367      -22.87       25.10
         210       -154.3       16.35       618.0      -99.98      -94.66      -77.25
         211       -126.4      -148.7       666.4      -55.69      -207.3       1.708
         212       -49.16      -97.46       778.2      -86.70      -154.3      -147.4
         213       -159.2      -256.6       602.4      -16.40      -316.1      -36.23
         214       -9.459      -83.17       804.4       25.21      -303.9      -114.1
         215       -69.12      -175.4       378.9      -29.64      -204.1      -109.2
         216        59.44      -110.5       404.9      -88.03      -224.1      -154.3
         217        48.07      -94.00       436.4      -17.61      -384.5      -69.53
         218        125.3       29.89       480.2      -5.401      -312.2      -166.8
         219        196.0      -106.4       630.6      -22.28      -376.9      -39.05
         220       -14.49       198.8       350.6       6.785      -280.6      -141.0
         221        246.1       14.94       369.3       22.49      -385.0      -120.0
         222        325.3      -83.13       530.3       27.96      -521.4       2.113
         223        424.2      -120.0       697.6      -55.72      -539.4      -21.69
         224        186.0       31.41       300.3       51.16      -355.4      -33.50
         225        204.1      -110.0       259.1       47.70      -389.4      -130.8
         226        266.0      -182.8       106.5      -28.72      -317.6      -81.45
         227        280.7      -129.2       136.2      -18.02      -216.9      -157.2
         228        227.2      -161.5      -37.05       42.30      -231.6      -190.2
         229        625.9      -52.67       119.2      -28.90      -476.4      -28.50
         230        468.6      -94.61       147.1       53.75      -340.8      -98.63
         231        123.1      -180.5      -64.04       59.32      -125.0      -246.6
         232        262.7      -58.97      -171.2       31.59      -179.4      -140.9
         233        763.8      -138.5       29.77       29.70      -278.2      -13.39
         234        920.6      -34.87       225.1      -68.00      -385.2      -14.56
         235       -151.1       89.73      -114.3      -12.96      -254.2      -57.51
         236        369.1      -108.1      -113.3       88.08      -197.2      -150.8
         237        571.2      -118.5      -236.4       52.32      -36.31      -55.13
         238        803.4      -114.0       45.27       113.7      -213.3      -43.77
         239       -289.0       59.65      -238.3       75.93     -0.9510      -191.6
         240        868.5       17.39      -101.2       56.83      -71.33      -8.754
         241        485.7      -122.3      -76.37       21.68      -23.38      -80.99
         242        818.1      -143.8      -86.31      -53.97      -9.804      -5.206
         243        48.01       229.3       1747.      -19.02     -0.1735       34.87
         244        22.48       25.01       1773.      -76.49      -150.2       107.1
         245        174.9       25.09       1761.      -52.44      -302.0      -1.764
         246        154.6       98.48       1964.      -132.5      -391.8       41.53
         247        315.8       54.44       1844.      -46.91      -473.5       119.8
